Beds;Host Id;Year;Day;Month;Name;Neighbourhood;Number Of Reviews;Number of Records;Price;Property Type;Review Scores Rating;Room Type;Location
1;10488904;2013;7;12;Awesome Modern 1BR in East Village;Manhattan;5;1;150;Apartment;100;Entire home/apt;ZIP:10003
1;10493081;2013;7;12;Classic Chelsea 1 BR - Close to all;Manhattan;4;1;199;Apartment;95;Entire home/apt;ZIP:10011
1;10490015;2013;7;12;Beautiful 1BR in prime soho;Manhattan;3;1;160;Apartment;93;Entire home/apt;ZIP:10012
2;10488961;2013;7;12;Studio Apartment in Herald Square;Manhattan;4;1;179;Apartment;90;Entire home/apt;ZIP:10016
2;10478532;2013;7;12;Studio in Hell's Kitchen;Manhattan;11;1;100;Apartment;98;Entire home/apt;ZIP:10019
3;10486933;2013;7;12;1 Bdrm Apartment Central Park South;Manhattan;2;1;195;Apartment;100;Entire home/apt;ZIP:10019
6;10492009;2013;7;12;Modern renovated 4 BR apartment UWS;Manhattan;2;1;600;Apartment;100;Entire home/apt;ZIP:10025
1;10478551;2013;7;12;Beautiful sunny clean and zen;Brooklyn;0;1;50;Apartment;None;Private room;ZIP:11237
2;10506587;2013;8;12;Good-Win Place;Brooklyn;14;1;105;House;97;Entire home/apt;ZIP:11221
5;10506587;2013;8;12;Madison Place 3 floors ,5 BR 2 BA;Brooklyn;0;1;290;House;None;Entire home/apt;ZIP:11221
1;10501354;2013;8;12;Gorgeous Chelsea Studio Apartment;Manhattan;11;1;200;Apartment;95;Entire home/apt;ZIP:10011
1;10494294;2013;8;12;Clean Cozy Loft Like Studio;Manhattan;14;1;215;Apartment;97;Entire home/apt;ZIP:10012
1;10506547;2013;8;12;Madison Square Park Cozy Studio!;Manhattan;5;1;125;Apartment;92;Entire home/apt;ZIP:10016
1;10503302;2013;8;12;Elegant, Comfortable UpperWest Side;Manhattan;0;1;250;Apartment;None;Entire home/apt;ZIP:10025
2;10507472;2013;8;12;Entire Dplx Loft Near Central Park!;Manhattan;15;1;250;Apartment;88;Entire home/apt;ZIP:10025
2;10511660;2013;8;12;Library Hideaway on Central Park;Manhattan;2;1;250;Apartment;80;Entire home/apt;ZIP:10025
2;10510125;2013;8;12;Clean 2 bedroom  furnished NYC;Manhattan;6;1;249;Apartment;84;Entire home/apt;ZIP:10028
1;10513521;2013;8;12;Beautiful, Well Located Studio;Manhattan;4;1;145;Apartment;90;Entire home/apt;ZIP:10028
1;10509338;2013;8;12;Cozy, Spacious & Quiet 1 BD;Manhattan;13;1;140;Apartment;97;Entire home/apt;ZIP:10031
1;10511044;2013;8;12;Cozy Studio Apt;Queens;2;1;78;Apartment;100;Entire home/apt;ZIP:11103
2;10513282;2013;8;12;Elegant 1 Bed.-10 min to Manhattan;Queens;10;1;99;Apartment;76;Entire home/apt;ZIP:11105
1;10500262;2013;8;12;Great Manhattan skyline view;Queens;9;1;65;Apartment;100;Entire home/apt;ZIP:11372
1;10509840;2013;8;12;Home away from home in brownstone;Brooklyn;12;1;59;Apartment;97;Private room;ZIP:11206
1;10508015;2013;8;12;Lovely Room in Brooklyn;Brooklyn;0;1;75;Apartment;None;Private room;ZIP:11237
1;10500262;2013;8;12;Grand Manhattan Skyline;Queens;2;1;47;Apartment;100;Private room;ZIP:11372
3;10528287;2013;9;12;Garden Oasis, Williamsburg!;Brooklyn;29;1;170;Apartment;94;Entire home/apt;ZIP:11211
4;10528287;2013;9;12;Rancho Deluxe, Williamsburg!;Brooklyn;58;1;200;Apartment;95;Entire home/apt;ZIP:11211
1;10532225;2013;9;12;Chic Sun-Filled Luxury Apartment;Brooklyn;5;1;245;Apartment;100;Entire home/apt;ZIP:11211
1;10532769;2013;9;12;Gorgeous 1 bdrm in Carroll Gardens;Brooklyn;14;1;180;Apartment;94;Entire home/apt;ZIP:11215
1;10534051;2013;9;12;Cozy Brooklyn 1br with rooftop;Brooklyn;0;1;199;Apartment;None;Entire home/apt;ZIP:11249
1;10530464;2013;9;12;Super Cute Studio - Prime LES!;Manhattan;2;1;175;Apartment;80;Entire home/apt;ZIP:10002
3;10530676;2013;9;12;Amazing newly renovated 3BR apt LES;Manhattan;0;1;300;Apartment;None;Entire home/apt;ZIP:10002
1;10534706;2013;9;12;Quaint Studio In the Heart of LES;Manhattan;26;1;150;Apartment;87;Entire home/apt;ZIP:10002
2;10535691;2013;9;12;East Village Apartment;Manhattan;3;1;250;Apartment;87;Entire home/apt;ZIP:10009
1;10528638;2013;9;12;Greenwich Village Greenhouse;Manhattan;0;1;300;Apartment;None;Entire home/apt;ZIP:10012
2;10528977;2013;9;12;2-BR Loft across from Bowery Hotel;Manhattan;2;1;300;Apartment;90;Entire home/apt;ZIP:10012
1;10522716;2013;9;12;Hip modern West Village hideaway;Manhattan;1;1;200;Apartment;100;Entire home/apt;ZIP:10014
1;10534508;2013;9;12;Junior 1-BR in West Village;Manhattan;8;1;150;Apartment;100;Entire home/apt;ZIP:10014
1;10521463;2013;9;12;Spacious & Central Luxury apt;Manhattan;7;1;240;Apartment;100;Entire home/apt;ZIP:10016
1;10529692;2013;9;12;Large Alcove Studio;Manhattan;13;1;200;Apartment;83;Entire home/apt;ZIP:10016
1;10534884;2013;9;12;Large Alcove Studio, A+ Location!;Manhattan;0;1;205;Apartment;None;Entire home/apt;ZIP:10016
1;10533538;2013;9;12;1 BR on NYC Marathon route;Manhattan;0;1;200;Apartment;None;Entire home/apt;ZIP:10022
1;10533538;2013;9;12;Cozy Manhattan 1 BR;Manhattan;5;1;110;Apartment;80;Entire home/apt;ZIP:10022
2;10535116;2013;9;12;Spacious Upper West side 2BD;Manhattan;3;1;225;Apartment;100;Entire home/apt;ZIP:10025
1;10533867;2013;9;12;Spacious, Sunny 1-Bdrm Central Park;Manhattan;8;1;102;Apartment;93;Entire home/apt;ZIP:10026
2;10535719;2013;9;12;PEACEFUL NYC 2-Bedroom FLAT;Manhattan;3;1;200;Apartment;80;Entire home/apt;ZIP:10035
1;10532618;2013;9;12;Spacious & Bright Apartment in FiDi;Manhattan;0;1;125;Apartment;None;Entire home/apt;ZIP:10038
1;10525320;2013;9;12;Charming studio upper east side NYC;Manhattan;30;1;120;Apartment;87;Entire home/apt;ZIP:10075
1;10535426;2013;9;12;Spacious Upper East Side Studio;Manhattan;21;1;178;Apartment;91;Entire home/apt;ZIP:10075
1;10523138;2013;9;12;Trendy space in Ditmas Park;Brooklyn;6;1;78;Apartment;100;Private room;ZIP:11226
1;10535464;2013;9;12;Great location in the Village;Manhattan;12;1;80;Apartment;88;Private room;ZIP:10003
1;10535691;2013;9;12;East Village Bedroom;Manhattan;3;1;100;Apartment;73;Private room;ZIP:10009
1;10521463;2013;9;12;Luxury Room w/private bathroom;Manhattan;11;1;240;Apartment;100;Private room;ZIP:10016
1;10526058;2013;9;12;South Harlem Private Bedroom;Manhattan;12;1;130;Apartment;98;Private room;ZIP:10026
1;10535719;2013;9;12;PRIVATE ROOM in Peacuful 2-Bedroom;Manhattan;3;1;65;Apartment;93;Private room;ZIP:10035
1;10528897;2013;9;12;Warm, Spacious, Convenient and Cozy;Queens;4;1;90;Apartment;95;Private room;ZIP:11102
1;10527201;2013;9;12;twin bed in own space;Brooklyn;0;1;90;Apartment;None;Shared room;ZIP:11222
1;10553573;2013;10;12;Sunny,Private,Williamsburg 1BD Apt;Brooklyn;3;1;210;Apartment;87;Entire home/apt;ZIP:11211
1;10549844;2013;10;12;Private Studio in Brooklyn;Brooklyn;2;1;50;Apartment;None;Entire home/apt;ZIP:11218
2;10556524;2013;10;12;Sun-Swept 2BR w/ Loft-Style Windows;Brooklyn;0;1;199;Apartment;None;Entire home/apt;ZIP:11237
1;10548829;2013;10;12;Bright, Open & Spacious Studio;Brooklyn;0;1;210;Apartment;None;Entire home/apt;ZIP:11249
2;10555656;2013;10;12;Prime Chelsea Studio with 2 beds;Manhattan;6;1;170;Apartment;76;Entire home/apt;ZIP:10001
2;10543265;2013;10;12;Fantastic apt in LES, Manhattan;Manhattan;7;1;150;Apartment;100;Entire home/apt;ZIP:10002
4;10556708;2013;10;12;Large 3 BR/Heart of the LES!;Manhattan;2;1;350;Apartment;90;Entire home/apt;ZIP:10002
1;10537492;2013;10;12;LUXURY STUDIO IN EAST VILLAGE;Manhattan;2;1;135;Apartment;100;Entire home/apt;ZIP:10003
1;10556500;2013;10;12;Large 1 bedroom - East Village;Manhattan;19;1;149;Apartment;93;Entire home/apt;ZIP:10009
2;10556597;2013;10;12;2 Bedroom Duplex, INCREDIBLE views!;Manhattan;3;1;230;Apartment;87;Entire home/apt;ZIP:10009
2;10555095;2013;10;12;SuperBowl-24th Between 2nd and 3rd;Manhattan;0;1;500;Apartment;None;Entire home/apt;ZIP:10010
2;10548889;2013;10;12;Cozy Bohemian Studio - Chelsea;Manhattan;11;1;165;Apartment;96;Entire home/apt;ZIP:10011
2;10545523;2013;10;12;1200sqft artsy loft SOHO/NOLITA gem;Manhattan;6;1;385;Apartment;90;Entire home/apt;ZIP:10012
1;10547610;2013;10;12;West Village Apt steps to Path;Manhattan;0;1;800;Apartment;None;Entire home/apt;ZIP:10014
2;10554969;2013;10;12;2BR Apt - Murray Hill for Superbowl;Manhattan;0;1;2000;Apartment;None;Entire home/apt;ZIP:10016
2;10546136;2013;10;12;Uptown Utopia;Manhattan;11;1;150;Apartment;98;Entire home/apt;ZIP:10021
4;10544301;2013;10;12;By Central Park with Balcony & View;Manhattan;2;1;275;Apartment;90;Entire home/apt;ZIP:10025
2;10543286;2013;10;12;Face on the Metropolitan Museum.;Manhattan;0;1;150;Apartment;None;Entire home/apt;ZIP:10028
3;10550567;2013;10;12;Duplex 2 bedroom 2 bathroom;Manhattan;0;1;125;Apartment;None;Entire home/apt;ZIP:10035
1;10556711;2013;10;12;1 COZY PRIVATE ROOM IN WILLIAMSBURG;Brooklyn;0;1;99;Apartment;None;Private room;ZIP:11206
1;10545382;2013;10;12;PRIV Room Heart of Park Slope Deal!;Brooklyn;3;1;69;Apartment;100;Private room;ZIP:11217
1;10544236;2013;10;12;Artsy Room in Williamsburg!;Brooklyn;0;1;100;Apartment;None;Private room;ZIP:11222
1;10556524;2013;10;12;Sun-Swept 11' Windows in Bushwick;Brooklyn;0;1;99;Apartment;None;Private room;ZIP:11237
1;10551679;2013;10;12;Beautifully renovated brownstone;Brooklyn;0;1;77;House;None;Private room;ZIP:11216
1;10549294;2013;10;12;Lovely East Village bedroom!;Manhattan;4;1;70;Apartment;90;Private room;ZIP:10009
1;10557075;2013;10;12;Doorman Queen Bed in Murray Hill;Manhattan;0;1;200;Apartment;None;Private room;ZIP:10016
2;10537540;2013;10;12;Large private bedroom in roomy apt;Manhattan;8;1;75;Apartment;89;Private room;ZIP:10032
1;10550567;2013;10;12;Studio bedroom NO shower;Manhattan;0;1;61;Condominium;None;Private room;ZIP:10035
1;10545845;2013;10;12;NoHa Living;Manhattan;0;1;179;House;None;Private room;ZIP:10037
1;10570887;2013;11;12;Brooklyn Heights Studio;Brooklyn;1;1;300;Apartment;100;Entire home/apt;ZIP:11201
1;10558084;2013;11;12;Stylish garden apartment;Brooklyn;0;1;89;Apartment;None;Entire home/apt;ZIP:11221
1;10566861;2013;11;12;Newer 1bd 1ba Condo-Style;Brooklyn;3;1;129;Apartment;100;Entire home/apt;ZIP:11222
4;10573152;2013;11;12;3 bedroom 1.5 bath in Ditmas Park;Brooklyn;2;1;225;Apartment;100;Entire home/apt;ZIP:11226
3;10573152;2013;11;12;3 bedroom in Victorian house;Brooklyn;1;1;275;Apartment;100;Entire home/apt;ZIP:11230
1;10573152;2013;11;12;Luxurious 1-bedroom, no kitchen;Brooklyn;0;1;145;Apartment;None;Entire home/apt;ZIP:11230
2;10571025;2013;11;12;Amazing Williamsburg Apartment;Brooklyn;1;1;165;Apartment;100;Entire home/apt;ZIP:11249
2;10573878;2013;11;12;Art Deco Chelsea HighRise w/Rooftop;Manhattan;27;1;230;Apartment;84;Entire home/apt;ZIP:10001
1;10565026;2013;11;12;Lower East Side 1 Bedroom Apartment;Manhattan;0;1;175;Apartment;None;Entire home/apt;ZIP:10002
1;10574166;2013;11;12;"Studio Apartment; Union Square, NYC";Manhattan;6;1;190;Apartment;87;Entire home/apt;ZIP:10003
1;10575875;2013;11;12;Great 1 Bedroom Noho/East Village;Manhattan;2;1;148;Apartment;100;Entire home/apt;ZIP:10003
1;10571365;2013;11;12;Sleek, chic studio in downtown NYC;Manhattan;0;1;165;Apartment;None;Entire home/apt;ZIP:10005
1;10574601;2013;11;12;High Ceilings & Light- West Village;Manhattan;12;1;260;Apartment;100;Entire home/apt;ZIP:10011
1;10576227;2013;11;12;Chic Modern Apt w/ View of Hudson;Manhattan;1;1;200;Apartment;100;Entire home/apt;ZIP:10011
1;10563051;2013;11;12;Studio apartment Midtown East in NY;Manhattan;21;1;110;Apartment;93;Entire home/apt;ZIP:10017
1;10570883;2013;11;12;1 Bed-Nxt to Superbowl Blvd/TimesSq;Manhattan;0;1;800;Apartment;None;Entire home/apt;ZIP:10019
3;10576896;2013;11;12;Modern 3 Bedroom near Central Park;Manhattan;3;1;299;Apartment;100;Entire home/apt;ZIP:10026
1;10566585;2013;11;12;Riverside Park One Bedroom w/ King;Manhattan;0;1;200;Apartment;None;Entire home/apt;ZIP:10069
3;10565667;2013;11;12;2BR Apt 15Min Ride To NYC;Queens;1;1;150;Apartment;20;Entire home/apt;ZIP:11385
6;10565667;2013;11;12;All 3 floor Bridge view Family Home;Queens;0;1;210;House;None;Entire home/apt;ZIP:11356
1;10576263;2013;11;12;Beautiful Room at a healing space;Brooklyn;0;1;68;Apartment;None;Private room;ZIP:11216
1;10576263;2013;11;12;Great room above a healing space;Brooklyn;2;1;68;Apartment;100;Private room;ZIP:11216
1;10576263;2013;11;12;Private Room Above a Healing Space;Brooklyn;0;1;69;Apartment;None;Private room;ZIP:11216
1;10577060;2013;11;12;Private room in Brooklyn;Brooklyn;0;1;100;Apartment;None;Private room;ZIP:11216
1;10572169;2013;11;12;Bedroom Available in Union Sq;Manhattan;6;1;99;Apartment;77;Private room;ZIP:10003
1;10562062;2013;11;12;Perfect location!;Manhattan;1;1;190;Apartment;80;Private room;ZIP:10009
1;10572939;2013;11;12;Soho/Nolita at its finest;Manhattan;7;1;100;Apartment;91;Private room;ZIP:10012
1;10576263;2013;11;12;Cozy Private Room & Lounge;Manhattan;4;1;108;Apartment;93;Private room;ZIP:10012
1;10575100;2013;11;12;Cosy bedroom by Empire State Build.;Manhattan;0;1;95;Apartment;None;Private room;ZIP:10016
2;10559058;2013;11;12;NEW YORK IN THE FALL;Queens;0;1;110;Apartment;None;Private room;ZIP:11368
1;10590038;2013;12;12;GET COSY IN WILLIAMSBURG...;Brooklyn;3;1;110;Apartment;100;Entire home/apt;ZIP:11206
1;10584700;2013;12;12;Charming, spacious Brooklyn 1 bdrm;Brooklyn;0;1;100;Apartment;None;Entire home/apt;ZIP:11221
1;10591326;2013;12;12;Spacious Apt Lux Building off USQ;Manhattan;0;1;425;Apartment;None;Entire home/apt;ZIP:10003
1;10590692;2013;12;12;Classic Chelsea Brownstone 1Bedroom;Manhattan;35;1;210;Apartment;97;Entire home/apt;ZIP:10011
3;10595193;2013;12;12;3br spacious and lovely apartment;Manhattan;9;1;319;Apartment;86;Entire home/apt;ZIP:10014
1;10586514;2013;12;12;Heart of Hell's Kitchen NYC Studio;Manhattan;38;1;150;Apartment;94;Entire home/apt;ZIP:10019
3;10577253;2013;12;12;2br in Manhattan NY;Manhattan;2;1;150;Apartment;90;Entire home/apt;ZIP:10027
1;10585976;2013;12;12;AMAZING UES 1BR NEAR SUBWAY/SHOPS!;Manhattan;6;1;150;Apartment;100;Entire home/apt;ZIP:10028
2;10595115;2013;12;12;Beautiful Midtown 1bd apartment!;Manhattan;4;1;195;Apartment;95;Entire home/apt;ZIP:10036
1;10577784;2013;12;12;Artist Loft close to all;Queens;0;1;120;Apartment;None;Entire home/apt;ZIP:11106
1;10588932;2013;12;12;Terrace in Fort Greene!;Brooklyn;0;1;80;Apartment;None;Private room;ZIP:11205
1;10593364;2013;12;12;Huge Room in Brooklyn Loft;Brooklyn;1;1;50;Apartment;94;Private room;ZIP:11206
1;10583433;2013;12;12;Private room in Bushwick, Brooklyn;Brooklyn;0;1;75;Apartment;None;Private room;ZIP:11237
2;10581580;2013;12;12;Cozy 2BR Brooklyn retreat w/Bckyard;Brooklyn;1;1;85;House;None;Private room;ZIP:11215
1;10577999;2013;12;12;COMFY BR IN LES/EAST VILLAGE APT;Manhattan;6;1;78;Apartment;100;Private room;ZIP:10009
1;10577999;2013;12;12;SPACIOUS BR EAST VILLAGE APT;Manhattan;2;1;120;Apartment;90;Private room;ZIP:10009
1;10585694;2013;12;12;Almost fully private huge apartment;Manhattan;0;1;80;Apartment;None;Private room;ZIP:10022
1;10588982;2013;12;12;A cozy room during the holiday!;Manhattan;0;1;90;Apartment;None;Private room;ZIP:10030
2;10581520;2013;12;12;SUPERBOWL IN NYC!!! NEAR ALL SITES;Manhattan;0;1;1200;Other;None;Private room;ZIP:10019
1;10604652;2013;13;12;Private Two Room Studio By A Train;Brooklyn;4;1;65;Apartment;90;Entire home/apt;ZIP:11216
2;10606002;2013;13;12;Charming loft in Carroll Gardens;Brooklyn;1;1;160;Loft;100;Entire home/apt;ZIP:11231
1;10603767;2013;13;12;Loft in Brooklyn w/AC!!! JULY SALE;Brooklyn;41;1;150;Loft;92;Entire home/apt;ZIP:11237
6;10596523;2013;13;12;1 BR. APT- HEART OF NYC! Sleeps 7;Manhattan;58;1;200;Apartment;85;Entire home/apt;ZIP:10019
1;10606799;2013;13;12;New / Priv Deck / Cntrl Park  (UES);Manhattan;0;1;299;Apartment;None;Entire home/apt;ZIP:10065
1;10609847;2013;13;12;Clean bedroom with private bathroom;Brooklyn;0;1;93;Apartment;None;Private room;ZIP:11211
1;10609846;2013;13;12;Beautiful New Manhattan Apartment;Manhattan;9;1;75;Apartment;98;Private room;ZIP:10031
1;10602163;2013;13;12;Calme et spacieux;Manhattan;0;1;70;Apartment;None;Private room;ZIP:10039
1;10606396;2013;13;12;Just 15 Minutes to Midtown !!;Queens;8;1;45;Apartment;100;Private room;ZIP:11105
2;10618980;2013;14;12;Beautiful apt in Bushwick Ridgewood;Brooklyn;22;1;100;Apartment;96;Entire home/apt;ZIP:11385
1;10622338;2013;14;12;Bright & Stylish Studio in the LES;Manhattan;3;1;152;Apartment;93;Entire home/apt;ZIP:10002
;10617382;2013;14;12;King Size Huge Alcove Studio Modern;Manhattan;0;1;395;Apartment;None;Entire home/apt;ZIP:10003
2;10616563;2013;14;12;Modern Chelsea 1 Bedroom;Manhattan;17;1;325;Apartment;99;Entire home/apt;ZIP:10011
1;10617325;2013;14;12;Perfect West Village Location;Manhattan;0;1;200;Apartment;None;Entire home/apt;ZIP:10011
2;10617475;2013;14;12;2 BDRM Gramercy Bargain;Manhattan;14;1;165;Apartment;97;Entire home/apt;ZIP:10016
1;10618598;2013;14;12;Vibrant Artist's 1BR on the UWS;Manhattan;0;1;150;Apartment;None;Entire home/apt;ZIP:10023
2;10619640;2013;14;12;Penthouse near Central Park;Manhattan;12;1;330;Apartment;97;Entire home/apt;ZIP:10023
1;10620373;2013;14;12;Charming Upper West Side 1 Bedroom;Manhattan;6;1;160;Apartment;92;Entire home/apt;ZIP:10023
1;10618717;2013;14;12;Large APT in Upper West Side;Manhattan;8;1;99;Apartment;89;Entire home/apt;ZIP:10027
1;10620037;2013;14;12;morningside park brownstone studio;Manhattan;1;1;250;Apartment;100;Entire home/apt;ZIP:10027
1;10621862;2013;14;12;60th Floor River Views (Times Sq);Manhattan;0;1;750;Apartment;None;Entire home/apt;ZIP:10036
2;10618197;2013;14;12;Charming House in Astoria;Queens;1;1;150;House;100;Entire home/apt;ZIP:11105
2;10618980;2013;14;12;Very quiet 2 bd + 1 baby rm;Queens;1;1;150;House;100;Entire home/apt;ZIP:11385
2;10617832;2013;14;12;Cozy East Village Bedroom;Manhattan;2;1;70;Apartment;70;Private room;ZIP:10009
1;10622869;2013;14;12;Central Park West Pristine Apt.;Manhattan;4;1;299;Apartment;100;Private room;ZIP:10024
1;10618717;2013;14;12;Large Private Room Upper West Side;Manhattan;13;1;80;Apartment;91;Private room;ZIP:10027
1;10625044;2013;14;12;Charming Bedroom in Upper Manhattan;Manhattan;28;1;78;Apartment;93;Private room;ZIP:10034
3;10638711;2013;15;12;Brand New 3BR Apartment;Brooklyn;1;1;700;Apartment;91;Entire home/apt;ZIP:11206
2;10643695;2013;15;12;Luxurious & Spacious 1 Bedroom Apt;Brooklyn;0;1;575;Apartment;None;Entire home/apt;ZIP:11211
7;10630723;2013;15;12;ROOMY 3BD/2BA - Parking Included;Brooklyn;3;1;177;Apartment;87;Entire home/apt;ZIP:11221
7;10630723;2013;15;12;Spacious 3BD/2BA - Parking Included;Brooklyn;63;1;177;Apartment;91;Entire home/apt;ZIP:11221
1;10639971;2013;15;12;Huge Luxury East Village 1 Bedroom;Manhattan;12;1;380;Apartment;92;Entire home/apt;ZIP:10009
2;10643386;2013;15;12;Spacious East Village 2 Bedroom;Manhattan;1;1;175;Apartment;80;Entire home/apt;ZIP:10009
2;10638353;2013;15;12;Charming 2 bedroom apartment;Manhattan;4;1;400;Apartment;90;Entire home/apt;ZIP:10011
1;10644779;2013;15;12;Cozy Quiet Apt overlooking Gardens!;Manhattan;0;1;195;Apartment;None;Entire home/apt;ZIP:10011
2;10642609;2013;15;12;Large Stylish 1.5 BR Noho/Nolita;Manhattan;7;1;255;Apartment;97;Entire home/apt;ZIP:10012
1;10636508;2013;15;12;Tribeca Loft for Superbowl Wknd;Manhattan;0;1;1500;Apartment;None;Entire home/apt;ZIP:10013
1;10640487;2013;15;12;Freshly renovated, exposed brick!;Manhattan;30;1;199;Apartment;92;Entire home/apt;ZIP:10016
2;10643341;2013;15;12;BEAUTIFUL 1BR APT ON THE UPPER WEST;Manhattan;14;1;150;Apartment;96;Entire home/apt;ZIP:10025
3;10634286;2013;15;12;TIMES SQUARE, Inexpensive, Central;Manhattan;9;1;180;Apartment;93;Entire home/apt;ZIP:10036
1;10641243;2013;15;12;Luxury 1 Bedroom in Downtown NYC;Manhattan;0;1;1250;Apartment;None;Entire home/apt;ZIP:10280
1;10643230;2013;15;12;Spacious 1 bdrm 20 min to Manhattan;Queens;2;1;80;Apartment;90;Entire home/apt;ZIP:11104
1;10644235;2013;15;12;Serene, Industrial Chic Apt;Brooklyn;1;1;88;Apartment;100;Private room;ZIP:11205
1;10643087;2013;15;12;Sunny Apartment in East WB;Brooklyn;1;1;59;Apartment;100;Private room;ZIP:11206
1;10643026;2013;15;12;Private Bedroom in Williamsburg;Brooklyn;3;1;65;Apartment;60;Private room;ZIP:11211
1;10643659;2013;15;12;A chic room in Brooklyn;Brooklyn;0;1;59;Apartment;None;Private room;ZIP:11229
1;10643522;2013;15;12;UES Cozy Room, Trendy Neighborhood;Manhattan;1;1;85;Apartment;100;Private room;ZIP:10128
2;10641598;2013;15;12;2 Queen Suite in Chelsea Townhouse;Manhattan;12;1;249;Bed & Breakfast;93;Private room;ZIP:10011
3;10641598;2013;15;12;2 Room Suite in NYC Townhouse;Manhattan;9;1;249;Bed & Breakfast;82;Private room;ZIP:10011
1;10641598;2013;15;12;Canopy King suite in NY Townhouse;Manhattan;3;1;209;Bed & Breakfast;93;Private room;ZIP:10011
1;10641598;2013;15;12;Grand King Suite in NYC Townhouse;Manhattan;14;1;209;Bed & Breakfast;96;Private room;ZIP:10011
1;10641598;2013;15;12;Great Queen Suite in NY Townhouse;Manhattan;3;1;199;Bed & Breakfast;93;Private room;ZIP:10011
2;10641598;2013;15;12;Maritime Suite in NY Townhouse;Manhattan;16;1;199;Bed & Breakfast;90;Private room;ZIP:10011
1;10641598;2013;15;12;Skylight Deluxe King NY Townhouse;Manhattan;0;1;209;Bed & Breakfast;None;Private room;ZIP:10011
1;10641598;2013;15;12;Skylight Queen Bed in NY Townhouse;Manhattan;0;1;199;Bed & Breakfast;None;Private room;ZIP:10011
2;10641598;2013;15;12;Stylish Suite in NYC Townhouse;Manhattan;13;1;229;Bed & Breakfast;95;Private room;ZIP:10011
2;10641598;2013;15;12;The Parlor Suite at Chelsea Inn;Manhattan;11;1;229;Bed & Breakfast;95;Private room;ZIP:10011
3;10628463;2013;15;12;Lovely Studio in Queen, NY;Queens;0;1;125;House;None;Private room;ZIP:11358
1;10664301;2013;16;12;Lovely kosher 1BD apartment;Brooklyn;0;1;125;Apartment;None;Entire home/apt;ZIP:11213
1;10661536;2013;16;12;Beautiful renovated 1 bedroom Apt.;Brooklyn;14;1;124;Apartment;91;Entire home/apt;ZIP:11215
2;10659447;2013;16;12;Putnam Garden -2BDR Lux Garden Apt;Brooklyn;1;1;130;Apartment;None;Entire home/apt;ZIP:11216
2;10645488;2013;16;12;Bright, clean, modern artists apt;Brooklyn;1;1;119;Apartment;None;Entire home/apt;ZIP:11237
1;10653693;2013;16;12;LES Sun Drenched w/ Balcony;Manhattan;2;1;169;Apartment;90;Entire home/apt;ZIP:10002
4;10650502;2013;16;12;E Village Private Deck 2 Bed/2 Bath;Manhattan;13;1;446;Apartment;95;Entire home/apt;ZIP:10009
1;10659977;2013;16;12;Stay in Soho for the Super Bowl;Manhattan;0;1;375;Apartment;None;Entire home/apt;ZIP:10012
1;10662513;2013;16;12;Beautiful 1BD with Balcony;Manhattan;0;1;425;Apartment;None;Entire home/apt;ZIP:10013
1;10658486;2013;16;12;West Village Wonder -spacious 1 bed;Manhattan;18;1;239;Apartment;98;Entire home/apt;ZIP:10014
1;10654520;2013;16;12;Stylish and convenient.;Manhattan;5;1;230;Apartment;100;Entire home/apt;ZIP:10019
2;10654989;2013;16;12;Confortable apartment in Manhattan;Manhattan;5;1;200;Apartment;88;Entire home/apt;ZIP:10025
2;10652207;2013;16;12;Spacious 1 Bedroom in Harlem;Manhattan;6;1;110;Apartment;93;Entire home/apt;ZIP:10026
1;10662294;2013;16;12;Bright & cozy, private UES studio;Manhattan;3;1;150;Apartment;87;Entire home/apt;ZIP:10028
3;10658057;2013;16;12;2BR 15' Times Square - Great View;Manhattan;13;1;200;Apartment;91;Entire home/apt;ZIP:10031
1;10658185;2013;16;12;Entire Corner 1BR;Manhattan;7;1;165;Apartment;89;Entire home/apt;ZIP:10035
6;10661691;2013;16;12;4 BR in Heart of Times Square;Manhattan;7;1;399;Apartment;89;Entire home/apt;ZIP:10036
3;10661691;2013;16;12;A+ Location 2BD Times Square!!!!;Manhattan;26;1;199;Apartment;82;Entire home/apt;ZIP:10036
3;10661691;2013;16;12;Amazing 2bed Times Square;Manhattan;19;1;199;Apartment;77;Entire home/apt;ZIP:10036
1;10651291;2013;16;12;Bright Lively Room in Hip Bed-Stuy;Brooklyn;6;1;75;Apartment;97;Private room;ZIP:11233
1;10651291;2013;16;12;Quite Cozy Room in Modern Apartment;Brooklyn;9;1;70;Apartment;93;Private room;ZIP:11233
1;10645488;2013;16;12;Bright Room With Ensuite Bathroom;Brooklyn;0;1;90;Apartment;None;Private room;ZIP:11237
1;10665095;2013;16;12;Comfortable Brooklyn Room;Brooklyn;7;1;60;Apartment;94;Private room;ZIP:11238
1;10657357;2013;16;12;An Upper-Manhattan room of your own;Manhattan;4;1;64;Apartment;95;Private room;ZIP:10032
1;10657357;2013;16;12;Manhattan haven:dressed in red;Manhattan;8;1;69;Apartment;93;Private room;ZIP:10032
1;10657357;2013;16;12;Panoramic view at Upper Manhattan;Manhattan;6;1;79;Apartment;87;Private room;ZIP:10032
1;10657357;2013;16;12;Your NYC haven at Upper Manhattan!;Manhattan;6;1;74;Apartment;93;Private room;ZIP:10032
1;10663559;2013;16;12;Big Room 20 min from Midtown!;Manhattan;0;1;41;Apartment;None;Private room;ZIP:10032
