Beds;Host Id;Year;Day;Month;Name;Neighbourhood;Number Of Reviews;Number of Records;Price;Property Type;Review Scores Rating;Room Type;Location
1;10663559;2013;16;12;Luxurious room 20 min from Midtown!;Manhattan;8;1;52;Apartment;90;Private room;ZIP:10032
1;10654938;2013;16;12;Comfortable room near Manhattan.;Staten Island;2;1;79;House;90;Private room;ZIP:10301
1;10654938;2013;16;12;Fashion home/Manhattan window view;Staten Island;0;1;79;House;None;Private room;ZIP:10301
1;10654938;2013;16;12;New York convenient, cool big room;Staten Island;0;1;59;House;None;Shared room;ZIP:10304
1;10682259;2013;17;12;Comfortable studio apartment;Brooklyn;1;1;180;Apartment;100;Entire home/apt;ZIP:11201
1;10678073;2013;17;12;Live in a loft in a b'klyn church!;Brooklyn;6;1;250;Apartment;90;Entire home/apt;ZIP:11211
1;10675384;2013;17;12;1 BR Beautiful Central Williamsburg;Brooklyn;10;1;130;Apartment;93;Entire home/apt;ZIP:11249
2;10677584;2013;17;12;GREAT LARGE loft In Greenpoint!;Brooklyn;7;1;116;Loft;100;Entire home/apt;ZIP:11222
1;10679562;2013;17;12;Lovely Quiet 1Bd East Village NYC;Manhattan;28;1;195;Apartment;95;Entire home/apt;ZIP:10009
1;10681252;2013;17;12;Cozy 1 Bedroom in East Village;Manhattan;2;1;170;Apartment;90;Entire home/apt;ZIP:10009
1;10681432;2013;17;12;NYC apartment with a backyard!;Manhattan;5;1;215;Apartment;85;Entire home/apt;ZIP:10009
1;10669196;2013;17;12;Luxury 1 Bedroom Chelsea 24str/7ave;Manhattan;1;1;280;Apartment;None;Entire home/apt;ZIP:10011
1;10683360;2013;17;12;Huge Loft, Meatpacking Nightlife;Manhattan;0;1;400;Apartment;None;Entire home/apt;ZIP:10014
1;10682719;2013;17;12;The Ultra Cool Midtown Super Studio;Manhattan;0;1;300;Apartment;None;Entire home/apt;ZIP:10017
1;10675631;2013;17;12;Full Floor Brownstone Apartment;Manhattan;0;1;200;Apartment;None;Entire home/apt;ZIP:10027
1;10674648;2013;17;12;1 bedroom 1 bath in beautiful UES;Manhattan;3;1;200;Apartment;87;Entire home/apt;ZIP:10028
4;10682683;2013;17;12;Surf Shack Rockaway;Queens;4;1;280;House;100;Entire home/apt;ZIP:11693
1;10667270;2013;17;12;renovated two story loft -apartment;Brooklyn;0;1;88;Apartment;None;Private room;ZIP:11206
1;10672341;2013;17;12;Spacious and bright room;Brooklyn;2;1;50;Apartment;90;Private room;ZIP:11225
1;10674441;2013;17;12;Spacious Artist's Live/Work Loft;Brooklyn;1;1;66;Loft;94;Private room;ZIP:11205
1;10679309;2013;17;12;Living as a NYer is not hard now...;Manhattan;0;1;225;Apartment;None;Private room;ZIP:10016
1;10677483;2013;17;12;Quiet Room in 4BR UWS Brownstone;Manhattan;0;1;70;Apartment;None;Private room;ZIP:10025
1;10685632;2013;17;12;Large, Sunny Room Near Manhattan;Queens;9;1;65;Apartment;96;Private room;ZIP:11104
1;10685632;2013;17;12;Large, Bright Room near Manhattan;Queens;0;1;70;House;None;Private room;ZIP:11104
1;10676811;2013;17;12;Easy Parking, Room w/ Own Bathroom;Queens;7;1;45;House;100;Private room;ZIP:11429
1;10676811;2013;17;12;Private room in New York City;Queens;16;1;59;House;97;Private room;ZIP:11429
1;10695690;2013;18;12;Beautiful Brooklyn Heights Loft;Brooklyn;3;1;120;Apartment;90;Entire home/apt;ZIP:11201
2;10700163;2013;18;12;Spring into Bed Stuy!;Brooklyn;11;1;100;Apartment;95;Entire home/apt;ZIP:11213
1;10699194;2013;18;12;Luxury Midtown Highrise;Manhattan;24;1;340;Apartment;92;Entire home/apt;ZIP:10001
1;10701368;2013;18;12;Chelsea 720 sq ft apartment;Manhattan;4;1;200;Apartment;100;Entire home/apt;ZIP:10001
1;10694601;2013;18;12;SUNNY APARTMENT DOWNTOWN!;Manhattan;13;1;179;Apartment;78;Entire home/apt;ZIP:10002
1;10695029;2013;18;12;Coziest 1 BDRM in AMAZING  Location;Manhattan;10;1;200;Apartment;93;Entire home/apt;ZIP:10011
2;10694842;2013;18;12;SoHo/Nolita loft apartment;Manhattan;69;1;275;Apartment;90;Entire home/apt;ZIP:10013
1;10701766;2013;18;12;Best Upper West Side neighborhood;Manhattan;1;1;145;Apartment;100;Entire home/apt;ZIP:10023
3;10694665;2013;18;12;1300 Sq. Ft. 2 BR / 2 BA + Den;Manhattan;0;1;225;Apartment;None;Entire home/apt;ZIP:10025
1;10691696;2013;18;12;Agradable apt. de 1recamara;Manhattan;0;1;120;Apartment;None;Entire home/apt;ZIP:10027
1;10692401;2013;18;12;Big Sunlit Studio-18mn to Manhattan;Queens;17;1;114;Apartment;90;Entire home/apt;ZIP:11104
1;10698270;2013;18;12;Gorgeous room in Manhattan;Manhattan;50;1;95;Apartment;87;Private room;ZIP:10021
1;10698270;2013;18;12;Great Room in Upper East Side;Manhattan;8;1;90;Apartment;90;Private room;ZIP:10021
1;10704124;2013;18;12;1 true bedroom! UES perfect spot!;Manhattan;0;1;88;Apartment;None;Private room;ZIP:10021
1;10690807;2013;18;12;Hell's Kitchen Gem!;Manhattan;0;1;400;Apartment;None;Private room;ZIP:10036
2;10720001;2013;19;12;Spacious Modern Williamsburg Loft!;Brooklyn;3;1;275;Apartment;93;Entire home/apt;ZIP:11211
1;10714354;2013;19;12;Sunny Modern Brooklyn One Bedroom;Brooklyn;6;1;200;Apartment;100;Entire home/apt;ZIP:11238
2;10713617;2013;19;12;Gracious duplex in the heart of bk!;Brooklyn;2;1;225;House;90;Entire home/apt;ZIP:11215
1;10720350;2013;19;12;Clean Quiet Artsy Chelsea, Elevator;Manhattan;2;1;180;Apartment;100;Entire home/apt;ZIP:10001
1;10705154;2013;19;12;Spacious Apt Near Central Park;Manhattan;3;1;190;Apartment;100;Entire home/apt;ZIP:10023
1;10710522;2013;19;12;Private Furnished Studio Apartment;Manhattan;11;1;150;Apartment;75;Entire home/apt;ZIP:10028
1;10720264;2013;19;12;Wonderful Large 1 bedroom;Manhattan;0;1;80;Apartment;None;Entire home/apt;ZIP:10031
2;10717086;2013;19;12;Amazing Gated Community Apartment;Manhattan;0;1;375;Apartment;None;Entire home/apt;ZIP:10037
1;10721506;2013;19;12;Great 1 Br Apt, Ozone Park, NYC;Queens;23;1;100;Apartment;99;Entire home/apt;ZIP:11417
1;10716661;2013;19;12;Nevena's;Queens;1;1;100;Townhouse;80;Entire home/apt;ZIP:11105
2;10712714;2013;19;12;Room: Victorian 2 bed spacious flat;Brooklyn;4;1;100;Apartment;93;Private room;ZIP:11226
1;10710441;2013;19;12;In the Heart of Midtown;Manhattan;2;1;109;Apartment;100;Private room;ZIP:10019
1;10716764;2013;19;12;Large Bedroom 2 minutes from subway;Queens;1;1;75;Apartment;100;Private room;ZIP:11104
2;10722201;2013;20;12;Fun, Artistic & Hipster 1 Bedroom;Brooklyn;2;1;175;Apartment;100;Entire home/apt;ZIP:11211
2;10730909;2013;20;12;2 Bedroom in Kips Bay;Manhattan;0;1;750;Apartment;None;Entire home/apt;ZIP:10016
1;10727796;2013;20;12;LUXURY 1BR hi-rise just this month!;Manhattan;0;1;175;Apartment;None;Entire home/apt;ZIP:10019
1;10725397;2013;20;12;On upper west side for Super Bowl!;Manhattan;0;1;800;Apartment;None;Entire home/apt;ZIP:10023
1;10730351;2013;20;12;Prime upper East side studio Apt;Manhattan;4;1;140;Apartment;93;Entire home/apt;ZIP:10075
1;10736288;2013;20;12;Brklyn Apt. ~ 2 stops to Manhattan!;Brooklyn;0;1;150;Apartment;None;Private room;ZIP:11231
1;10734569;2013;20;12;Great Chelsea Room;Manhattan;64;1;90;Apartment;88;Private room;ZIP:10011
1;10728959;2013;20;12;Charming 1BR/1bath in the Village;Manhattan;1;1;150;Apartment;100;Private room;ZIP:10012
1;10729258;2013;20;12;Times Square Private Room for 2 gst;Manhattan;10;1;90;Apartment;71;Private room;ZIP:10036
1;10729258;2013;20;12;Times Square Private Room for 2 ppl;Manhattan;31;1;85;Apartment;76;Private room;ZIP:10036
1;10747153;2013;21;12;Bunk in Brooklyn - seperate bedroom;Brooklyn;37;1;47;Apartment;84;Private room;ZIP:11205
2;10737943;2013;21;12;Huge Space with Private Bathroom;Manhattan;2;1;200;Apartment;100;Private room;ZIP:10025
1;10751107;2013;21;12;A COZY PRIVATE ROOM IN WEST HARLEM;Manhattan;1;1;65;Apartment;80;Private room;ZIP:10030
1;10751661;2013;21;12;Amazing Private Room in Manhattan!;Manhattan;9;1;65;Apartment;93;Private room;ZIP:10031
1;10746968;2013;21;12;Spacious Room in New Building;Queens;0;1;74;Apartment;None;Private room;ZIP:11385
1;10767841;2013;22;12;Amazing panoramic view loft;Manhattan;0;1;1200;Apartment;None;Entire home/apt;ZIP:10002
2;10753903;2013;22;12;Nolita Walkup;Manhattan;3;1;250;Apartment;100;Entire home/apt;ZIP:10012
1;10761330;2013;22;12;Charming WV Carriage House Studio;Manhattan;5;1;175;Apartment;100;Entire home/apt;ZIP:10014
2;10764467;2013;22;12;Beautiful Mid Town Studio;Manhattan;41;1;180;Apartment;97;Entire home/apt;ZIP:10017
2;10763279;2013;22;12;Clean, quiet,Steps to Central Park;Manhattan;2;1;135;Apartment;100;Entire home/apt;ZIP:10028
1;10765962;2013;22;12;Furnished room in Williamsburg loft;Brooklyn;3;1;85;Apartment;87;Private room;ZIP:11211
1;10765962;2013;22;12;Furnished room in Williamsburg loft;Brooklyn;1;1;110;Apartment;100;Private room;ZIP:11211
1;10764579;2013;22;12;NY room open for Vacation;Manhattan;3;1;63;Apartment;100;Private room;ZIP:10031
1;10764579;2013;22;12;Room in New York Feb 27- March 2;Manhattan;0;1;55;Apartment;None;Private room;ZIP:10031
1;10764579;2013;22;12;St Patrick's getaway in NY;Manhattan;0;1;55;Apartment;None;Private room;ZIP:10031
5;10786332;2013;23;12;Brownstone -with Parking & Sleeps 6;Brooklyn;16;1;299;House;85;Entire home/apt;ZIP:11238
1;10786880;2013;23;12;Cute Trendy East Village Apartment!;Manhattan;3;1;125;Apartment;None;Entire home/apt;ZIP:10009
1;10777089;2013;23;12;Charming Greenwich Village one bed;Manhattan;28;1;214;Apartment;96;Entire home/apt;ZIP:10012
2;10777985;2013;23;12;[10] Private 2BR Apartment in Soho!;Manhattan;5;1;250;Apartment;100;Entire home/apt;ZIP:10012
1;10777985;2013;23;12;[232] 1BR Loft with Private Rooftop;Manhattan;3;1;600;Apartment;80;Entire home/apt;ZIP:10012
2;10777985;2013;23;12;[3] Private 2BR in Heart of Soho!;Manhattan;6;1;250;Apartment;80;Entire home/apt;ZIP:10012
2;10777985;2013;23;12;[5] 2BR Apt in the Heart of Soho!;Manhattan;3;1;250;Apartment;90;Entire home/apt;ZIP:10012
1;10779300;2013;23;12;Lovely 1BR West Village Apartment;Manhattan;0;1;150;Apartment;None;Entire home/apt;ZIP:10014
2;10777921;2013;23;12;Spaceous Apartment Next to 6 & E;Manhattan;9;1;175;Apartment;98;Entire home/apt;ZIP:10022
2;10785646;2013;23;12;Designer One Bedroom in Harlem;Manhattan;0;1;175;Apartment;None;Entire home/apt;ZIP:10037
3;10781617;2013;23;12;1 BD House, near Ocean (830A);Staten Island;1;1;85;House;None;Entire home/apt;ZIP:10306
3;10781617;2013;23;12;1 BD Квартира-Люкс 5 мин пляж (830);Staten Island;0;1;95;House;None;Entire home/apt;ZIP:10306
2;10781617;2013;23;12;1BD cozy House near Ocean (832);Staten Island;0;1;80;House;None;Entire home/apt;ZIP:10306
3;10781617;2013;23;12;1BD cozy, near Ocean (832A);Staten Island;0;1;85;House;None;Entire home/apt;ZIP:10306
5;10781617;2013;23;12;2 BD cozy House near Ocean;Staten Island;5;1;109;House;84;Entire home/apt;ZIP:10306
1;10782504;2013;23;12;Light-Filled Williamsburg Apartment;Brooklyn;0;1;90;Apartment;None;Private room;ZIP:11206
1;10780498;2013;23;12;Bright room in homey apartment;Brooklyn;2;1;48;Apartment;99;Private room;ZIP:11216
1;10780498;2013;23;12;Great room in homey apartment;Brooklyn;2;1;48;Apartment;100;Private room;ZIP:11216
1;10787703;2013;23;12;bedroom in huge luxury LES apt;Manhattan;0;1;199;Apartment;None;Private room;ZIP:10002
1;10771238;2013;23;12;⭐️Harlem getaway w/ great amenities;Manhattan;14;1;80;Apartment;99;Private room;ZIP:10031
1;10771238;2013;23;12;Gorgeous Harlem room w/ A/C!;Manhattan;2;1;80;Apartment;100;Private room;ZIP:10031
1;10782329;2013;23;12;Holiday Haven in Beautiful Inwood;Manhattan;0;1;55;Apartment;None;Private room;ZIP:10040
1;10781617;2013;23;12;Cozy Studio, close to ocean (830A);Staten Island;0;1;55;House;None;Private room;ZIP:10306
2;10781617;2013;23;12;Room, near Ocean (580A);Staten Island;1;1;45;House;80;Private room;ZIP:10306
1;10777592;2013;23;12;Futon on the Upper East Side!;Manhattan;10;1;85;Apartment;94;Shared room;ZIP:10021
1;10794111;2013;24;12;Cool duplex Flatiron district;Manhattan;3;1;210;Apartment;100;Entire home/apt;ZIP:10010
1;10788865;2013;24;12;Renting apt for a weekend getaway;Manhattan;50;1;100;Apartment;85;Entire home/apt;ZIP:10032
1;10789084;2013;24;12;Quiet and comfortable room spacious;Bronx;0;1;198;Apartment;None;Private room;ZIP:10456
1;10795846;2013;24;12;Best Location on the UWS!!;Manhattan;22;1;85;Apartment;94;Private room;ZIP:10024
1;10801032;2013;25;12;Brooklyn Apt. with Private Garden;Brooklyn;33;1;130;Apartment;95;Entire home/apt;ZIP:11205
1;10808237;2013;25;12;Fantastic location, cozy apartment;Manhattan;14;1;139;Apartment;92;Entire home/apt;ZIP:10003
2;10811427;2013;25;12;APT. W/ FIREPLACE IN ❤️ OF GRAMERCY;Manhattan;2;1;225;Apartment;80;Entire home/apt;ZIP:10003
1;10808359;2013;25;12;Designer's Chic West Village Apt;Manhattan;51;1;165;Apartment;84;Entire home/apt;ZIP:10011
2;10811498;2013;25;12;spacious 1-bedroom by central park;Manhattan;0;1;110;Apartment;None;Entire home/apt;ZIP:10029
2;10806025;2013;25;12;Private, Clean & Cool NYC Flat!;Manhattan;88;1;80;Apartment;88;Entire home/apt;ZIP:10030
3;10810631;2013;25;12;22nd floor apartment with views;Manhattan;3;1;250;Apartment;100;Entire home/apt;ZIP:10128
1;10808030;2013;25;12;Upper East 1 BR with balcony & roof;Manhattan;2;1;200;Condominium;None;Entire home/apt;ZIP:10065
1;10812163;2013;25;12;Beautiful bedroom in great appart;Brooklyn;1;1;50;Apartment;100;Private room;ZIP:11206
1;10815085;2013;25;12;Best Private Room in Brooklyn NYC;Brooklyn;13;1;76;Apartment;98;Private room;ZIP:11209
1;10807164;2013;25;12;South-facing, Private Sunny Room;Brooklyn;0;1;80;Apartment;None;Private room;ZIP:11211
1;10807892;2013;25;12;Private Room + Bath in East Village;Manhattan;22;1;175;Apartment;95;Private room;ZIP:10003
1;10807149;2013;25;12;1 private room in Soho/Nolita;Manhattan;10;1;130;Apartment;73;Private room;ZIP:10012
1;10801429;2013;25;12;Bedroom available next to Cloisters;Manhattan;2;1;48;Apartment;100;Private room;ZIP:10034
3;10835806;2013;26;12;Cozy Apartment for Vacation Stay;Brooklyn;0;1;185;Apartment;None;Entire home/apt;ZIP:11233
1;10834356;2013;26;12;East Village Studio Apartment;Manhattan;1;1;150;Apartment;100;Entire home/apt;ZIP:10003
2;10828101;2013;26;12;Charming apartment in West Chelsea;Manhattan;3;1;250;Apartment;100;Entire home/apt;ZIP:10011
4;10836508;2013;26;12;The Renovated Spacious 2BDR;Manhattan;13;1;260;Apartment;75;Entire home/apt;ZIP:10018
3;10836508;2013;26;12;Best Price for 2 BDR & 2 Full Bath;Manhattan;46;1;240;Apartment;80;Entire home/apt;ZIP:10019
3;10833246;2013;26;12;Prime 2 bd. UWS Apt. w/ Roof Deck!;Manhattan;1;1;299;Apartment;80;Entire home/apt;ZIP:10023
2;10819398;2013;26;12;Exposed brick duplex 1br w/ terrace;Manhattan;2;1;199;Apartment;90;Entire home/apt;ZIP:10025
1;10830347;2013;26;12;Unique Studio Gem with Park View;Manhattan;6;1;85;Apartment;95;Entire home/apt;ZIP:10040
2;10834960;2013;26;12;Luxury Executive Apartment;Manhattan;0;1;1000;Apartment;None;Entire home/apt;ZIP:10065
1;10831035;2013;26;12;Cozy Place for Super Bowl Week;Manhattan;0;1;350;Apartment;None;Entire home/apt;ZIP:10128
1;10824691;2013;26;12;1 bed 1 block from Bedford L subway;Brooklyn;1;1;75;Apartment;80;Private room;ZIP:11211
1;10832128;2013;26;12;Big Cozy Room 2 Blocks From Trains;Brooklyn;0;1;40;Apartment;None;Private room;ZIP:11220
1;10834700;2013;26;12;Bushwick Pocket Loft;Brooklyn;0;1;85;Loft;None;Private room;ZIP:11206
1;10833246;2013;26;12;Beautiful UWS apartment - Roof Deck;Manhattan;13;1;100;Apartment;93;Private room;ZIP:10023
1;10828833;2013;26;12;Private Suite in Midtown/Times sq.;Manhattan;15;1;145;Apartment;100;Private room;ZIP:10036
1;10842335;2013;27;12;1BR Doorman Bldg Boerum Hill BK;Brooklyn;0;1;135;Apartment;None;Entire home/apt;ZIP:11201
2;10837710;2013;27;12;Corner House:;Brooklyn;0;1;250;House;None;Entire home/apt;ZIP:11215
2;10849612;2013;27;12;NYC 2 Bed. Apt. Super Bowl Weekend;Manhattan;0;1;1800;Apartment;None;Entire home/apt;ZIP:10019
2;10855877;2013;27;12;Charming 1BR in UWS Brownstone;Manhattan;3;1;190;Apartment;87;Entire home/apt;ZIP:10024
1;10848772;2013;27;12;1-2 bedroom on Upper East Side;Manhattan;5;1;125;Apartment;96;Entire home/apt;ZIP:10029
2;10854661;2013;27;12;Beautiful Apartment for Stay/Shoots;Queens;2;1;300;Apartment;100;Entire home/apt;ZIP:11101
1;10854661;2013;27;12;Extraordinary Space;Queens;0;1;4000;Other;None;Entire home/apt;ZIP:11101
2;10853553;2013;27;12;A bit of Europe in Parkchester;Bronx;0;1;75;Apartment;None;Private room;ZIP:10462
1;10837778;2013;27;12;Huge private room in a 2br apartmen;Brooklyn;1;1;60;Apartment;20;Private room;ZIP:11211
1;10855832;2013;27;12;Room in a Two Bedroom Bushwick;Brooklyn;4;1;40;House;80;Private room;ZIP:11237
1;10851687;2013;27;12;Priv. bedroom 3 minutes to midtown;Queens;44;1;94;Apartment;91;Private room;ZIP:11101
2;10853618;2013;27;12;Earlyn's Cozy home 2BD with Parking;Queens;0;1;120;House;None;Private room;ZIP:11691
1;10868102;2013;28;12;Spacious, bright, sunny apartment;Brooklyn;0;1;111;Apartment;None;Entire home/apt;ZIP:11225
2;10860441;2013;28;12;Gorgeous 2BR Duplex w/ Laundry;Brooklyn;2;1;135;Apartment;100;Entire home/apt;ZIP:11233
1;10867754;2013;28;12;Luxury Apartment near the beach;Brooklyn;5;1;115;Apartment;100;Entire home/apt;ZIP:11235
2;10860081;2013;28;12;Garden Level Brooklyn Brownstone;Brooklyn;7;1;130;Apartment;91;Entire home/apt;ZIP:11238
2;10864587;2013;28;12;Beautiful Brand New Apartment;Manhattan;13;1;349;Apartment;91;Entire home/apt;ZIP:10014
2;10864587;2013;28;12;West Village 2BR Dream!;Manhattan;40;1;350;Apartment;87;Entire home/apt;ZIP:10014
2;10876794;2013;28;12;1 bedroom in the Upper West Side;Manhattan;4;1;200;Apartment;90;Entire home/apt;ZIP:10024
1;10874973;2013;28;12;1 Bedroom Brownstone by CentralPark;Manhattan;1;1;155;Apartment;100;Entire home/apt;ZIP:10025
1;10877978;2013;28;12;Renovated Large 1 BR  Uptown NYC;Manhattan;0;1;200;Apartment;None;Entire home/apt;ZIP:10033
1;10859211;2013;28;12;Times Square Apartment;Manhattan;0;1;252;Apartment;None;Entire home/apt;ZIP:10036
1;10876734;2013;28;12;Penthouse Room in Luxury Condo;Bronx;1;1;127;Condominium;80;Private room;ZIP:10463
1;10877850;2013;28;12;The Library Loft- The Art Room;Brooklyn;55;1;70;Apartment;94;Private room;ZIP:11206
2;10877850;2013;28;12;The Black and White Loft;Brooklyn;40;1;90;Loft;89;Private room;ZIP:11206
1;10877850;2013;28;12;The Library Loft's White Room;Brooklyn;57;1;83;Loft;89;Private room;ZIP:11206
1;10870477;2013;28;12;1 Bedroom East Village, NYC;Manhattan;0;1;100;Apartment;None;Private room;ZIP:10009
1;10878273;2013;28;12;Beautiful Hell's Kitchen Apartment!;Manhattan;0;1;200;Apartment;None;Private room;ZIP:10019
1;10872717;2013;28;12;Huge Private Bedroom in Harlem Apt;Manhattan;0;1;75;Apartment;None;Private room;ZIP:10027
1;10859211;2013;28;12;Times Square / Private Small RoOM;Manhattan;86;1;100;Apartment;95;Private room;ZIP:10036
3;10859726;2013;28;12;Master Room in 3BR apartment;Queens;0;1;58;Apartment;None;Private room;ZIP:11102
3;10859726;2013;28;12;Nice room in Astoria, Queens, NYC;Queens;3;1;55;Apartment;100;Private room;ZIP:11102
3;10859726;2013;28;12;Room in 3 bedroom apt.;Queens;1;1;57;Apartment;100;Private room;ZIP:11102
1;10877850;2013;28;12;"The Ladies Loft, the ""Midtown""bed";Brooklyn;16;1;47;Loft;94;Shared room;ZIP:11206
1;10877850;2013;28;12;The Ladies Loft, The Lower Bunk;Brooklyn;16;1;43;Loft;94;Shared room;ZIP:11206
1;10877850;2013;28;12;The Ladies Loft, The Upper Bunk;Brooklyn;11;1;43;Loft;91;Shared room;ZIP:11206
;10886276;2013;29;12;charming brooklyn apartment;Brooklyn;10;1;98;Apartment;90;Entire home/apt;ZIP:11213
2;10893888;2013;29;12;Full apt in Park Slope brownstone;Brooklyn;0;1;300;Apartment;None;Entire home/apt;ZIP:11215
1;10879231;2013;29;12;Large Apt in heart of BedStuy!!;Brooklyn;1;1;65;Apartment;80;Entire home/apt;ZIP:11216
1;10896584;2013;29;12;Adorable One Bedroom in Greenpoint;Brooklyn;1;1;120;Apartment;100;Entire home/apt;ZIP:11222
2;10894229;2013;29;12;1 BEDROOM EAST VILLAGE BEAUTY!;Manhattan;14;1;245;Apartment;92;Entire home/apt;ZIP:10009
3;10898136;2013;29;12;Chic Chelsea 2BR/1BA Loft Sleep/6;Manhattan;1;1;195;Apartment;80;Entire home/apt;ZIP:10010
3;10898136;2013;29;12;Wow 2Bedroom  /  Sleep 6 / Elevator;Manhattan;94;1;250;Apartment;85;Entire home/apt;ZIP:10010
3;10900468;2013;29;12;Manhattan best Parks and Historic;Manhattan;3;1;249;Apartment;100;Entire home/apt;ZIP:10010
2;10890910;2013;29;12;Spacious Design Loft SoHo 2BR 2BA;Manhattan;4;1;650;Apartment;100;Entire home/apt;ZIP:10012
4;10898136;2013;29;12;Time Square/ Sleep 8 /Duplex / Nyc;Manhattan;63;1;300;Apartment;85;Entire home/apt;ZIP:10019
1;10894596;2013;29;12;BEAUTIFUL COZY STUDIO APARTMENT UWS;Manhattan;3;1;239;Apartment;100;Entire home/apt;ZIP:10023
1;10879661;2013;29;12;Upper East Side - Clean, Bright;Manhattan;18;1;189;Apartment;96;Entire home/apt;ZIP:10028
2;10896934;2013;29;12;2-BEDS UPPER EAST APT. / CENTRAL PK;Manhattan;29;1;169;Apartment;78;Entire home/apt;ZIP:10029
1;10887881;2013;29;12;Sunny Fort Greene Suite;Brooklyn;12;1;85;Apartment;95;Private room;ZIP:11205
1;10884060;2013;29;12;Bright Bedroom in Bushwick Loft;Brooklyn;0;1;55;Apartment;None;Private room;ZIP:11206
